"Games,Year,Sport,Discipline,Athlete,Team,Gender,Event,Medal,Gold,Silver,Bronze"
"Stockholm (1912),1912,Gymnastics,Artistic Gymnastics,Aage Marius Hansen,DEN,Men,""team, free system men"",Bronze,0,0,1"
"Stockholm (1912),1912,Gymnastics,Artistic Gymnastics,Arvor Hansen,DEN,Men,""team, free system men"",Bronze,0,0,1"
"Stockholm (1912),1912,Gymnastics,Artistic Gymnastics,Christian Marius Hansen,DEN,Men,""team, free system men"",Bronze,0,0,1"
"Stockholm (1912),1912,Gymnastics,Artistic Gymnastics,Charles Christopher Jensen,DEN,Men,""team, free system men"",Bronze,0,0,1"
"Stockholm (1912),1912,Gymnastics,Artistic Gymnastics,Hjalmar Peter Martin Johansen,DEN,Men,""team, free system men"",Bronze,0,0,1"
"Stockholm (1912),1912,Gymnastics,Artistic Gymnastics,Poul Preben JÃ¶rgensen,DEN,Men,""team, free system men"",Bronze,0,0,1"
"Stockholm (1912),1912,Gymnastics,Artistic Gymnastics,Carl Julius Juul-petersen,DEN,Men,""team, free system men"",Bronze,0,0,1"
"Stockholm (1912),1912,Gymnastics,Artistic Gymnastics,Carl Immanuel Krebs,DEN,Men,""team, free system men"",Bronze,0,0,1"
"Stockholm (1912),1912,Gymnastics,Artistic Gymnastics,Svend Meulengracht Madsen,DEN,Men,""team, free system men"",Bronze,0,0,1"
"Stockholm (1912),1912,Gymnastics,Artistic Gymnastics,Thomas Fredrik Hannibal MÃ¶lgaard,DEN,Men,""team, free system men"",Bronze,0,0,1"
"Stockholm (1912),1912,Gymnastics,Artistic Gymnastics,Lukas Frederick Christian Nielsen,DEN,Men,""team, free system men"",Bronze,0,0,1"
"Stockholm (1912),1912,Gymnastics,Artistic Gymnastics,Rikard Hannibal Wilhelm NordstrÃ¶m,DEN,Men,""team, free system men"",Bronze,0,0,1"
"Stockholm (1912),1912,Gymnastics,Artistic Gymnastics,Oluf Olsen,DEN,Men,""team, free system men"",Bronze,0,0,1"
"Stockholm (1912),1912,Gymnastics,Artistic Gymnastics,Steen Lerche Olsen,DEN,Men,""team, free system men"",Bronze,0,0,1"
"Stockholm (1912),1912,Gymnastics,Artistic Gymnastics,Christian Edvin Oluf Petersen,DEN,Men,""team, free system men"",Bronze,0,0,1"
"Stockholm (1912),1912,Gymnastics,Artistic Gymnastics,Niels Knudsen Petersen,DEN,Men,""team, free system men"",Bronze,0,0,1"
"Stockholm (1912),1912,Gymnastics,Artistic Gymnastics,Christian Valdemar Svendsen,DEN,Men,""team, free system men"",Bronze,0,0,1"
"Stockholm (1912),1912,Gymnastics,Artistic Gymnastics,Isak Abrahamsen,NOR,Men,""team, free system men"",Gold,1,0,0"
"Stockholm (1912),1912,Gymnastics,Artistic Gymnastics,Hans Beyer,NOR,Men,""team, free system men"",Gold,1,0,0"
"Stockholm (1912),1912,Gymnastics,Artistic Gymnastics,Hartmann BjÃ¶rnsson,NOR,Men,""team, free system men"",Gold,1,0,0"
"Stockholm (1912),1912,Gymnastics,Artistic Gymnastics,John Dahl,NOR,Men,""team, free system men"",Gold,1,0,0"
"Stockholm (1912),1912,Gymnastics,Artistic Gymnastics,Alfred Engelsen,NOR,Men,""team, free system men"",Gold,1,0,0"
"Stockholm (1912),1912,Gymnastics,Artistic Gymnastics,Bjarne Johnsen,NOR,Men,""team, free system men"",Gold,1,0,0"
"Stockholm (1912),1912,Gymnastics,Artistic Gymnastics,Sigurd JÃ¶rgensen,NOR,Men,""team, free system men"",Gold,1,0,0"
"Stockholm (1912),1912,Gymnastics,Artistic Gymnastics,Knud Leonard Knudsen,NOR,Men,""team, free system men"",Gold,1,0,0"
"Stockholm (1912),1912,Gymnastics,Artistic Gymnastics,Alf Lie,NOR,Men,""team, free system men"",Gold,1,0,0"
"Stockholm (1912),1912,Gymnastics,Artistic Gymnastics,Rolf Lie,NOR,Men,""team, free system men"",Gold,1,0,0"
"Stockholm (1912),1912,Gymnastics,Artistic Gymnastics,Tor Lund,NOR,Men,""team, free system men"",Gold,1,0,0"
"Stockholm (1912),1912,Gymnastics,Artistic Gymnastics,Petter Martinsen,NOR,Men,""team, free system men"",Gold,1,0,0"
"Stockholm (1912),1912,Gymnastics,Artistic Gymnastics,Per Anton Mathiesen,NOR,Men,""team, free system men"",Gold,1,0,0"
"Stockholm (1912),1912,Gymnastics,Artistic Gymnastics,Jacob Opdahl,NOR,Men,""team, free system men"",Gold,1,0,0"
"Stockholm (1912),1912,Gymnastics,Artistic Gymnastics,Nils Opdahl,NOR,Men,""team, free system men"",Gold,1,0,0"
"Stockholm (1912),1912,Gymnastics,Artistic Gymnastics,Bjarne Viktor Pettersen,NOR,Men,""team, free system men"",Gold,1,0,0"
"Stockholm (1912),1912,Gymnastics,Artistic Gymnastics,Frithjof Saelen,NOR,Men,""team, free system men"",Gold,1,0,0"
"Stockholm (1912),1912,Gymnastics,Artistic Gymnastics,Ã–istein Schirmer,NOR,Men,""team, free system men"",Gold,1,0,0"
"Stockholm (1912),1912,Gymnastics,Artistic Gymnastics,Georg Selenius,NOR,Men,""team, free system men"",Gold,1,0,0"
"Stockholm (1912),1912,Gymnastics,Artistic Gymnastics,Sigvard Sivertsen,NOR,Men,""team, free system men"",Gold,1,0,0"
"Stockholm (1912),1912,Gymnastics,Artistic Gymnastics,Robert Sjursen,NOR,Men,""team, free system men"",Gold,1,0,0"
"Stockholm (1912),1912,Gymnastics,Artistic Gymnastics,Einar StrÃ¶m,NOR,Men,""team, free system men"",Gold,1,0,0"
"Stockholm (1912),1912,Gymnastics,Artistic Gymnastics,Gabriel Thorstensen,NOR,Men,""team, free system men"",Gold,1,0,0"
"Stockholm (1912),1912,Gymnastics,Artistic Gymnastics,Thomas Thorstensen,NOR,Men,""team, free system men"",Gold,1,0,0"
"Stockholm (1912),1912,Gymnastics,Artistic Gymnastics,Nils Voss,NOR,Men,""team, free system men"",Gold,1,0,0"
"Stockholm (1912),1912,Gymnastics,Artistic Gymnastics,Kaarlo VÃ¤inÃ¶ Ekholm,FIN,Men,""team, free system men"",Silver,0,1,0"
"Stockholm (1912),1912,Gymnastics,Artistic Gymnastics,Eino Vilho ForsstrÃ¶m,FIN,Men,""team, free system men"",Silver,0,1,0"
"Stockholm (1912),1912,Gymnastics,Artistic Gymnastics,Eero HyvÃ¤rinen,FIN,Men,""team, free system men"",Silver,0,1,0"
"Stockholm (1912),1912,Gymnastics,Artistic Gymnastics,Mikko HyvÃ¤rinen,FIN,Men,""team, free system men"",Silver,0,1,0"
"Stockholm (1912),1912,Gymnastics,Artistic Gymnastics,Tauno Ilmoniemi,FIN,Men,""team, free system men"",Silver,0,1,0"
"Stockholm (1912),1912,Gymnastics,Artistic Gymnastics,Ilmari KeinÃ¤nen,FIN,Men,""team, free system men"",Silver,0,1,0"
"Stockholm (1912),1912,Gymnastics,Artistic Gymnastics,Hjalmari Kivenheimo,FIN,Men,""team, free system men"",Silver,0,1,0"
"Stockholm (1912),1912,Gymnastics,Artistic Gymnastics,Karl Fredrik Lund,FIN,Men,""team, free system men"",Silver,0,1,0"
"Stockholm (1912),1912,Gymnastics,Artistic Gymnastics,Aarne Pelkonen,FIN,Men,""team, free system men"",Silver,0,1,0"
"Stockholm (1912),1912,Gymnastics,Artistic Gymnastics,Ilmari Pernaja,FIN,Men,""team, free system men"",Silver,0,1,0"
"Stockholm (1912),1912,Gymnastics,Artistic Gymnastics,Arvid Rydman,FIN,Men,""team, free system men"",Silver,0,1,0"
"Stockholm (1912),1912,Gymnastics,Artistic Gymnastics,Eino Saastamoinen,FIN,Men,""team, free system men"",Silver,0,1,0"
"Stockholm (1912),1912,Gymnastics,Artistic Gymnastics,Aarne Salovaara,FIN,Men,""team, free system men"",Silver,0,1,0"
"Stockholm (1912),1912,Gymnastics,Artistic Gymnastics,Heikki Sammallahti,FIN,Men,""team, free system men"",Silver,0,1,0"
"Stockholm (1912),1912,Gymnastics,Artistic Gymnastics,Hannes Sirola,FIN,Men,""team, free system men"",Silver,0,1,0"
"Stockholm (1912),1912,Gymnastics,Artistic Gymnastics,Klaus Unno Suomela,FIN,Men,""team, free system men"",Silver,0,1,0"
"Stockholm (1912),1912,Gymnastics,Artistic Gymnastics,Lauri Arvo Tanner,FIN,Men,""team, free system men"",Silver,0,1,0"
"Stockholm (1912),1912,Gymnastics,Artistic Gymnastics,VÃ¤inÃ¶ Edvard Tiiri,FIN,Men,""team, free system men"",Silver,0,1,0"
"Stockholm (1912),1912,Gymnastics,Artistic Gymnastics,Kaarlo VÃ¤hÃ¤mÃ¤ki,FIN,Men,""team, free system men"",Silver,0,1,0"
"Stockholm (1912),1912,Gymnastics,Artistic Gymnastics,Arvo Vartia,FIN,Men,""team, free system men"",Silver,0,1,0"
"Stockholm (1912),1912,Gymnastics,Artistic Gymnastics,Kaarlo Jalmari Vasama,FIN,Men,""team, free system men"",Silver,0,1,0"
"Stockholm (1912),1912,Gymnastics,Artistic Gymnastics,Arthur M. Amundsen,NOR,Men,""team, Swedish system men"",Bronze,0,0,1"
"Stockholm (1912),1912,Gymnastics,Artistic Gymnastics,JÃ¶rgen Marius Andersen,NOR,Men,""team, Swedish system men"",Bronze,0,0,1"
"Stockholm (1912),1912,Gymnastics,Artistic Gymnastics,Trygve Carlsen Boyesen,NOR,Men,""team, Swedish system men"",Bronze,0,0,1"
"Stockholm (1912),1912,Gymnastics,Artistic Gymnastics,Georg Brustad,NOR,Men,""team, Swedish system men"",Bronze,0,0,1"
"Stockholm (1912),1912,Gymnastics,Artistic Gymnastics,Conrad Christensen,NOR,Men,""team, Swedish system men"",Bronze,0,0,1"
"Stockholm (1912),1912,Gymnastics,Artistic Gymnastics,Eugene Engebretsen,NOR,Men,""team, Swedish system men"",Bronze,0,0,1"
"Stockholm (1912),1912,Gymnastics,Artistic Gymnastics,Oscar Engelstad,NOR,Men,""team, Swedish system men"",Bronze,0,0,1"
"Stockholm (1912),1912,Gymnastics,Artistic Gymnastics,Marius Eriksen,NOR,Men,""team, Swedish system men"",Bronze,0,0,1"
"Stockholm (1912),1912,Gymnastics,Artistic Gymnastics,Axel Henry Hansen,NOR,Men,""team, Swedish system men"",Bronze,0,0,1"
"Stockholm (1912),1912,Gymnastics,Artistic Gymnastics,Peter Hol,NOR,Men,""team, Swedish system men"",Bronze,0,0,1"
"Stockholm (1912),1912,Gymnastics,Artistic Gymnastics,Olaf Ingebretsen,NOR,Men,""team, Swedish system men"",Bronze,0,0,1"
"Stockholm (1912),1912,Gymnastics,Artistic Gymnastics,Olof Jacobsen,NOR,Men,""team, Swedish system men"",Bronze,0,0,1"
"Stockholm (1912),1912,Gymnastics,Artistic Gymnastics,Erling Jensen,NOR,Men,""team, Swedish system men"",Bronze,0,0,1"
"Stockholm (1912),1912,Gymnastics,Artistic Gymnastics,Thor Jensen,NOR,Men,""team, Swedish system men"",Bronze,0,0,1"
"Stockholm (1912),1912,Gymnastics,Artistic Gymnastics,Fritjof Olsen,NOR,Men,""team, Swedish system men"",Bronze,0,0,1"
"Stockholm (1912),1912,Gymnastics,Artistic Gymnastics,Oscar Olstad,NOR,Men,""team, Swedish system men"",Bronze,0,0,1"
"Stockholm (1912),1912,Gymnastics,Artistic Gymnastics,Edvin Paulsen,NOR,Men,""team, Swedish system men"",Bronze,0,0,1"
"Stockholm (1912),1912,Gymnastics,Artistic Gymnastics,Carl Alfred Pedersen,NOR,Men,""team, Swedish system men"",Bronze,0,0,1"
"Stockholm (1912),1912,Gymnastics,Artistic Gymnastics,Paul Pedersen,NOR,Men,""team, Swedish system men"",Bronze,0,0,1"
"Stockholm (1912),1912,Gymnastics,Artistic Gymnastics,Rolf Roback,NOR,Men,""team, Swedish system men"",Bronze,0,0,1"
"Stockholm (1912),1912,Gymnastics,Artistic Gymnastics,Sigurd Smebye,NOR,Men,""team, Swedish system men"",Bronze,0,0,1"
"Stockholm (1912),1912,Gymnastics,Artistic Gymnastics,Thorleif Thorkildsen,NOR,Men,""team, Swedish system men"",Bronze,0,0,1"
"Stockholm (1912),1912,Gymnastics,Artistic Gymnastics,Per Daniel Bertilsson,SWE,Men,""team, Swedish system men"",Gold,1,0,0"
"Stockholm (1912),1912,Gymnastics,Artistic Gymnastics,Carl-Ehrenfried Carlberg,SWE,Men,""team, Swedish system men"",Gold,1,0,0"
"Stockholm (1912),1912,Gymnastics,Artistic Gymnastics,Nils Daniel Granfeldt,SWE,Men,""team, Swedish system men"",Gold,1,0,0"
"Stockholm (1912),1912,Gymnastics,Artistic Gymnastics,Curt Hartzell,SWE,Men,""team, Swedish system men"",Gold,1,0,0"
"Stockholm (1912),1912,Gymnastics,Artistic Gymnastics,Osvald Holmberg,SWE,Men,""team, Swedish system men"",Gold,1,0,0"
"Stockholm (1912),1912,Gymnastics,Artistic Gymnastics,Anders Hyllander,SWE,Men,""team, Swedish system men"",Gold,1,0,0"
"Stockholm (1912),1912,Gymnastics,Artistic Gymnastics,Axel Johan Janse,SWE,Men,""team, Swedish system men"",Gold,1,0,0"
"Stockholm (1912),1912,Gymnastics,Artistic Gymnastics,Anders Boo Kullberg,SWE,Men,""team, Swedish system men"",Gold,1,0,0"
"Stockholm (1912),1912,Gymnastics,Artistic Gymnastics,Sven Landberg,SWE,Men,""team, Swedish system men"",Gold,1,0,0"
"Stockholm (1912),1912,Gymnastics,Artistic Gymnastics,Per Einar Nilsson,SWE,Men,""team, Swedish system men"",Gold,1,0,0"
"Stockholm (1912),1912,Gymnastics,Artistic Gymnastics,Bengt Rudolf Norelius,SWE,Men,""team, Swedish system men"",Gold,1,0,0"
"Stockholm (1912),1912,Gymnastics,Artistic Gymnastics,Axel Norling,SWE,Men,""team, Swedish system men"",Gold,1,0,0"
"Stockholm (1912),1912,Gymnastics,Artistic Gymnastics,Lars Daniel Norling,SWE,Men,""team, Swedish system men"",Gold,1,0,0"
"Stockholm (1912),1912,Gymnastics,Artistic Gymnastics,Sven Rosen,SWE,Men,""team, Swedish system men"",Gold,1,0,0"
"Stockholm (1912),1912,Gymnastics,Artistic Gymnastics,Nils SilfverskiÃ¶ld,SWE,Men,""team, Swedish system men"",Gold,1,0,0"
"Stockholm (1912),1912,Gymnastics,Artistic Gymnastics,Carl Silfverstrand,SWE,Men,""team, Swedish system men"",Gold,1,0,0"
"Stockholm (1912),1912,Gymnastics,Artistic Gymnastics,John Emil SÃ¶renson,SWE,Men,""team, Swedish system men"",Gold,1,0,0"
"Stockholm (1912),1912,Gymnastics,Artistic Gymnastics,Yngve Stiernspetz,SWE,Men,""team, Swedish system men"",Gold,1,0,0"
"Stockholm (1912),1912,Gymnastics,Artistic Gymnastics,Carl-Erik Svensson,SWE,Men,""team, Swedish system men"",Gold,1,0,0"
"Stockholm (1912),1912,Gymnastics,Artistic Gymnastics,Karl Johan Svensson,SWE,Men,""team, Swedish system men"",Gold,1,0,0"
"Stockholm (1912),1912,Gymnastics,Artistic Gymnastics,Knut E. Torell,SWE,Men,""team, Swedish system men"",Gold,1,0,0"
"Stockholm (1912),1912,Gymnastics,Artistic Gymnastics,O. Edward Wennerholm,SWE,Men,""team, Swedish system men"",Gold,1,0,0"
"Stockholm (1912),1912,Gymnastics,Artistic Gymnastics,ClaÃ«s A. WersÃ¤ll,SWE,Men,""team, Swedish system men"",Gold,1,0,0"
"Stockholm (1912),1912,Gymnastics,Artistic Gymnastics,David Wiman,SWE,Men,""team, Swedish system men"",Gold,1,0,0"
"Stockholm (1912),1912,Gymnastics,Artistic Gymnastics,SÃ¶ren Peter Christensen,DEN,Men,""team, Swedish system men"",Silver,0,1,0"
"Stockholm (1912),1912,Gymnastics,Artistic Gymnastics,Ingvald Eriksen,DEN,Men,""team, Swedish system men"",Silver,0,1,0"
"Stockholm (1912),1912,Gymnastics,Artistic Gymnastics,George Falche,DEN,Men,""team, Swedish system men"",Silver,0,1,0"
"Stockholm (1912),1912,Gymnastics,Artistic Gymnastics,Torkild Garp,DEN,Men,""team, Swedish system men"",Silver,0,1,0"
"Stockholm (1912),1912,Gymnastics,Artistic Gymnastics,G. Rasmus E. Hansen,DEN,Men,""team, Swedish system men"",Silver,0,1,0"
"Stockholm (1912),1912,Gymnastics,Artistic Gymnastics,Hans Trier Hansen,DEN,Men,""team, Swedish system men"",Silver,0,1,0"
"Stockholm (1912),1912,Gymnastics,Artistic Gymnastics,Johannes Hansen,DEN,Men,""team, Swedish system men"",Silver,0,1,0"
"Stockholm (1912),1912,Gymnastics,Artistic Gymnastics,Jens Kristian Jensen,DEN,Men,""team, Swedish system men"",Silver,0,1,0"
"Stockholm (1912),1912,Gymnastics,Artistic Gymnastics,SÃ¶ren Alfred Jensen,DEN,Men,""team, Swedish system men"",Silver,0,1,0"
"Stockholm (1912),1912,Gymnastics,Artistic Gymnastics,Valdemar Jensen,DEN,Men,""team, Swedish system men"",Silver,0,1,0"
"Stockholm (1912),1912,Gymnastics,Artistic Gymnastics,Karl Kirk,DEN,Men,""team, Swedish system men"",Silver,0,1,0"
"Stockholm (1912),1912,Gymnastics,Artistic Gymnastics,Jens Kirkegaard,DEN,Men,""team, Swedish system men"",Silver,0,1,0"
"Stockholm (1912),1912,Gymnastics,Artistic Gymnastics,Olaf Nielsen Kjems,DEN,Men,""team, Swedish system men"",Silver,0,1,0"
"Stockholm (1912),1912,Gymnastics,Artistic Gymnastics,Carl Otto Lauritz Larsen,DEN,Men,""team, Swedish system men"",Silver,0,1,0"
"Stockholm (1912),1912,Gymnastics,Artistic Gymnastics,Jens Peter Martinus Laursen,DEN,Men,""team, Swedish system men"",Silver,0,1,0"
"Stockholm (1912),1912,Gymnastics,Artistic Gymnastics,Marius Ludvig Lefevre,DEN,Men,""team, Swedish system men"",Silver,0,1,0"
"Stockholm (1912),1912,Gymnastics,Artistic Gymnastics,Poul SÃ¶rensen Mark,DEN,Men,""team, Swedish system men"",Silver,0,1,0"
"Stockholm (1912),1912,Gymnastics,Artistic Gymnastics,Ejnar Olsen,DEN,Men,""team, Swedish system men"",Silver,0,1,0"
"Stockholm (1912),1912,Gymnastics,Artistic Gymnastics,Hans Pedersen,DEN,Men,""team, Swedish system men"",Silver,0,1,0"
"Stockholm (1912),1912,Gymnastics,Artistic Gymnastics,Hans Ejler Pedersen,DEN,Men,""team, Swedish system men"",Silver,0,1,0"
"Stockholm (1912),1912,Gymnastics,Artistic Gymnastics,Olaf Pedersen,DEN,Men,""team, Swedish system men"",Silver,0,1,0"
"Stockholm (1912),1912,Gymnastics,Artistic Gymnastics,Peder Larsen Pedersen,DEN,Men,""team, Swedish system men"",Silver,0,1,0"
"Stockholm (1912),1912,Gymnastics,Artistic Gymnastics,Aksel SÃ¶rensen,DEN,Men,""team, Swedish system men"",Silver,0,1,0"
"Stockholm (1912),1912,Gymnastics,Artistic Gymnastics,Martin Hansen Thau,DEN,Men,""team, Swedish system men"",Silver,0,1,0"
"Stockholm (1912),1912,Gymnastics,Artistic Gymnastics,SÃ¶ren Frederik Thorborg,DEN,Men,""team, Swedish system men"",Silver,0,1,0"
"Stockholm (1912),1912,Gymnastics,Artistic Gymnastics,Kristen MÃ¶ller Vadgaard,DEN,Men,""team, Swedish system men"",Silver,0,1,0"
"Stockholm (1912),1912,Gymnastics,Artistic Gymnastics,Peder Villemoes,DEN,Men,""team, Swedish system men"",Silver,0,1,0"
"Stockholm (1912),1912,Gymnastics,Artistic Gymnastics,Johannes Larsen Vinther,DEN,Men,""team, Swedish system men"",Silver,0,1,0"
"Stockholm (1912),1912,Modern Pentathlon,Modern Pentathlon.,Georg De laval,SWE,Men,Individual competition men,Bronze,0,0,1"
"Stockholm (1912),1912,Modern Pentathlon,Modern Pentathlon.,Gosta Lilliehook,SWE,Men,Individual competition men,Gold,1,0,0"
"Stockholm (1912),1912,Modern Pentathlon,Modern Pentathlon.,Gosta Asbrink,SWE,Men,Individual competition men,Silver,0,1,0"
"Stockholm (1912),1912,Rowing,Rowing,Olaf BjÃ¶rnstad,NOR,Men,coxed fours Jugriggers men,Bronze,0,0,1"
"Stockholm (1912),1912,Rowing,Rowing,Magnus Herseth,NOR,Men,coxed fours Jugriggers men,Bronze,0,0,1"
"Stockholm (1912),1912,Rowing,Rowing,Reidar Durie Holter,NOR,Men,coxed fours Jugriggers men,Bronze,0,0,1"
"Stockholm (1912),1912,Rowing,Rowing,Claus HÃ¶yer,NOR,Men,coxed fours Jugriggers men,Bronze,0,0,1"
"Stockholm (1912),1912,Rowing,Rowing,Frithiof Olstad,NOR,Men,coxed fours Jugriggers men,Bronze,0,0,1"
"Stockholm (1912),1912,Rowing,Rowing,Ejlert Arild Emil Allert,DEN,Men,coxed fours Jugriggers men,Gold,1,0,0"
"Stockholm (1912),1912,Rowing,Rowing,JÃ¶rgen Christian Hansen,DEN,Men,coxed fours Jugriggers men,Gold,1,0,0"
"Stockholm (1912),1912,Rowing,Rowing,Poul Richard Hartman,DEN,Men,coxed fours Jugriggers men,Gold,1,0,0"
"Stockholm (1912),1912,Rowing,Rowing,Carl Martin August MÃ¶ller,DEN,Men,coxed fours Jugriggers men,Gold,1,0,0"
"Stockholm (1912),1912,Rowing,Rowing,Carl Frederik Petersen,DEN,Men,coxed fours Jugriggers men,Gold,1,0,0"
"Stockholm (1912),1912,Rowing,Rowing,William Bruhn-mÃ¶ller,SWE,Men,coxed fours Jugriggers men,Silver,0,1,0"
"Stockholm (1912),1912,Rowing,Rowing,Conrad Brunkman,SWE,Men,coxed fours Jugriggers men,Silver,0,1,0"
"Stockholm (1912),1912,Rowing,Rowing,Herman DahlbÃ¤ck,SWE,Men,coxed fours Jugriggers men,Silver,0,1,0"
"Stockholm (1912),1912,Rowing,Rowing,Ture Rosvall,SWE,Men,coxed fours Jugriggers men,Silver,0,1,0"
"Stockholm (1912),1912,Rowing,Rowing,Wilhelm Wilkens,SWE,Men,coxed fours Jugriggers men,Silver,0,1,0"
"Stockholm (1912),1912,Rowing,Rowing,Fritz Bartholomae,GER,Men,eight with coxswain (8+) men,Bronze,0,0,1"
"Stockholm (1912),1912,Rowing,Rowing,Willi Bartholomae,GER,Men,eight with coxswain (8+) men,Bronze,0,0,1"
"Stockholm (1912),1912,Rowing,Rowing,Max Broeske,GER,Men,eight with coxswain (8+) men,Bronze,0,0,1"
"Stockholm (1912),1912,Rowing,Rowing,Werner Dehn,GER,Men,eight with coxswain (8+) men,Bronze,0,0,1"
"Stockholm (1912),1912,Rowing,Rowing,Otto Liebing,GER,Men,eight with coxswain (8+) men,Bronze,0,0,1"
"Stockholm (1912),1912,Rowing,Rowing,Hans Mathiae,GER,Men,eight with coxswain (8+) men,Bronze,0,0,1"
"Stockholm (1912),1912,Rowing,Rowing,Rudolf Reichelt,GER,Men,eight with coxswain (8+) men,Bronze,0,0,1"
"Stockholm (1912),1912,Rowing,Rowing,Kurt Runge,GER,Men,eight with coxswain (8+) men,Bronze,0,0,1"
"Stockholm (1912),1912,Rowing,Rowing,Max Vetter,GER,Men,eight with coxswain (8+) men,Bronze,0,0,1"
"Stockholm (1912),1912,Rowing,Rowing,Edgar Richard Burgess,GBR,Men,eight with coxswain (8+) men,Gold,1,0,0"
"Stockholm (1912),1912,Rowing,Rowing,Philip Fleming,GBR,Men,eight with coxswain (8+) men,Gold,1,0,0"
"Stockholm (1912),1912,Rowing,Rowing,Arthur Stanley Garton,GBR,Men,eight with coxswain (8+) men,Gold,1,0,0"
"Stockholm (1912),1912,Rowing,Rowing,James Angus Gillan,GBR,Men,eight with coxswain (8+) men,Gold,1,0,0"
"Stockholm (1912),1912,Rowing,Rowing,Ewart Douglas Horsfall,GBR,Men,eight with coxswain (8+) men,Gold,1,0,0"
"Stockholm (1912),1912,Rowing,Rowing,Alister Graham Kirby,GBR,Men,eight with coxswain (8+) men,Gold,1,0,0"
"Stockholm (1912),1912,Rowing,Rowing,Sidney Ernest Swann,GBR,Men,eight with coxswain (8+) men,Gold,1,0,0"
"Stockholm (1912),1912,Rowing,Rowing,Henry Bensley Wells,GBR,Men,eight with coxswain (8+) men,Gold,1,0,0"
"Stockholm (1912),1912,Rowing,Rowing,Leslie Graham Wormald,GBR,Men,eight with coxswain (8+) men,Gold,1,0,0"
"Stockholm (1912),1912,Rowing,Rowing,Robert Croft Bourne,GBR,Men,eight with coxswain (8+) men,Silver,0,1,0"
"Stockholm (1912),1912,Rowing,Rowing,Beaufort Burdekin,GBR,Men,eight with coxswain (8+) men,Silver,0,1,0"
"Stockholm (1912),1912,Rowing,Rowing,William Guy Fison,GBR,Men,eight with coxswain (8+) men,Silver,0,1,0"
"Stockholm (1912),1912,Rowing,Rowing,Thomas Cunningham Gillespie,GBR,Men,eight with coxswain (8+) men,Silver,0,1,0"
"Stockholm (1912),1912,Rowing,Rowing,Charles William Berry Littlejohn,GBR,Men,eight with coxswain (8+) men,Silver,0,1,0"
